"","meteo_stat_id","longitude","latitude"
"220","54823",116.9833,36.6833
"221","54825",117.85,36.5333
"222","54827",117.15,36.1667
"223","54828",117.65,36.25
"224","54829",117.8667,36.8167
"225","54830",118.05,36.8167
"226","54831",118.45,36.7
"227","54835",118.5333,36.5333
"228","54836",118.15,36.1833
"229","54837",118.8333,36.7
"230","54841",119.4,36.8667
"231","54842",119.95,36.7667
"232","54848",119.3667,36
"233","54849",120,36.3
"234","54852",120.7,36.9333
"235","54853",120.4167,36.15
"236","54855",120.4667,36.3833
"237","54863",121.2,36.7667
"238","54900",115.0333,35.75
"239","54905",115.9333,35.6
"240","54906",115.4333,35.25
"241","54910",116.0833,35.8
"242","54915",116.5833,35.45
"243","54918",116.9833,35.6
"244","54919",117,35.4167
"245","54922",117.6667,35.8667
"246","54927",117.1333,35.1167
"247","54935",118.45,35.55
"248","54936",118.8333,35.5833
"249","54938",118.3333,35.0667
"250","54943",119.9833,35.8833
"251","54945",119.5333,35.3833
"252","56092",104.65,35
"253","56186",104.2167,31.35
"254","56187",103.8333,30.7
"255","56188",103.6667,30.9833
"256","56189",103.9333,30.9833
"257","56195",104.75,31.8
"258","56196",104.7667,31.4833
"259","56197",104.1833,31.1333
"260","56198",104.3833,31.1333
"261","56199",104.6667,31.0333
"262","56272",103.8833,30.8167
"263","56281",103.5167,30.2
"264","56284",103.4833,30.4167
"265","56286",104.25,30.55
"266","56287",103.05,30
"267","56288",104.0667,30.5
"268","56290",104.15,30.8333
"269","56291",104.2833,30.9667
"270","56295",104.55,30.4
"271","56296",104.3167,30.85
"272","56298",104.6667,30.1333
"273","56384",103.5,29.6
"274","56391",103.85,30.05
"275","56393",104.85,29.7667
"276","56396",104.75,29.35
"277","56571",102.3,27.8833
"278","56586",103.75,27.3333
"279","56665",101.75,26.5833
"280","56666",101.7167,26.5833
"281","56674",101.7333,26.5
"282","56761",101.3167,25.7167
"283","56768",101.5333,25.0167
"284","56777",102.0667,25.15
"285","56778",102.6833,25.0167
"286","56783",103.8167,25.5
"287","56786",103.8333,25.5833
"288","56854",100.1333,24.45
"289","56869",101.9667,24.0667
"290","56873",102.9,24.6667
"291","56879",102.9167,24.2
"292","56883",103.9833,24.8333
"293","56886",103.7333,24.5333
"294","56966",101.9667,23.6333
"295","56985",103.3833,23.3333
"296","56994",104.25,23.3833
"297","57039",108.9167,34.15
"298","57045",109.4833,34.5167
"299","57048",108.7167,34.3333
"300","57051",111.1833,34.8
"301","57055",110.0833,34.5667
"302","57056",110.9,34.5167
"303","57063",111.7667,34.7667
"304","57066",111.6833,34.3833
"305","57071",112.4333,34.8333
"306","57072",112.7833,34.9167
"307","57074",112.4167,34.4167
"308","57075",112.8333,34.1833
"309","57076",112.8167,34.7167
"310","57077",111.6333,33.7833
"311","57078",112.4667,34.15
"312","57085",113.3833,34.5167
"313","57088",113.5,34.15
"314","57090",114.0333,34.7333
"315","57091",114.45,34.7667
"316","57123",108.0667,34.2833
"317","57132",108.6,34.1
"318","57169",111.8667,33.05
"319","57171",113.3667,33.7167
"320","57173",112.9167,33.75
"321","57175",112.2333,33.05
"322","57176",112.4333,33.4833
"323","57178",112.5833,33.0333
"324","57179",113,33.2833
"325","57182",113.4833,33.85
"326","57183",113.95,33.8167
"327","57184",113.3667,33.7167
"328","57186",114,33.5833
"329","57187",112.9333,33.05
"330","57188",114.0167,33.3667
"331","57189",113.9833,33.15
"332","57192",114.85,33.7333
"333","57194",114.2667,33.2833
"334","57195",114.6167,33.6167
"335","57196",114.9,33.45
"336","57197",114.3333,33
"337","57198",114.6167,33.55
"338","57206",105.8,32.4333
"339","57256",110.8167,32.6
"340","57273",112.85,32.6833
"341","57285",113.3833,32.3667
"342","57290",114.05,32.9667
"343","57292",114.6333,32.95
"344","57293",114.9833,32.7333
"345","57294",114.0333,32.8
"346","57295",114.3833,32.6
"347","57296",114.7333,32.35
"348","57297",114.0833,32.1167
"349","57303",105.9333,31.75
"350","57307",105.0833,31.1
"351","57313",106.75,31.85
"352","57314",106.0333,31.3667
"353","57318",106.55,31.0833
"354","57349",109.8833,31.0833
"355","57351",111,30.8333
"356","57353",111,30.8333
"357","57386",114,31.25
"358","57401",105.4,30.8667
"359","57402",105.7167,30.7833
"360","57405",105.5833,30.5
"361","57407",105.0333,30.2833
"362","57408",105.3333,30.1167
"363","57411",106.0833,30.8
"364","57413",106.9667,30.85
"365","57431",108.4167,30.8
"366","57432",108.4167,30.8
"367","57438",108.1333,30
"368","57453",111.3167,30.7667
"369","57494",114.2833,30.6333
"370","57499",114.9667,30.1
"371","57505",105.6,29.4
"372","57506",105.9,29.3667
"373","57507",105.2833,29.35
"374","57508",105.4167,28.8667
"375","57510",106.05,29.85
"376","57512",106.2833,29.9833
"377","57514",106.2167,29.6
"378","57516",106.4667,29.5833
"379","57517",106.25,29.3167
"380","57518",106.5333,29.3833
"381","57520",107.0667,29.85
"382","57536",108.7833,29.5167
"383","57558",110.5,29.1167
"384","57558",110.5,29.1167
"385","57562",111.3833,29.6
"386","57564",111.1333,29.4333
"387","57564",111.1333,29.4333
"388","57566",111.65,29.4667
"389","57585",113.2667,29.4833
"390","57600",105.0667,28.7333
"391","57602",105.4167,28.8667
"392","57603",105.8167,28.8167
"393","57604",105.3667,28.7833
"394","57612",106.6833,29.0333
"395","57635",108.9833,28.45
"396","57649",109.7333,28.3167
"397","57658",110.2,28.0167
"398","57661",111.4667,28.9167
"399","57671",112.3667,28.85
"400","57679",112.8333,28.25
"401","57680",113.0833,28.8167
"402","57682",113.5833,28.7167
"403","57710",106.3667,27.85
"404","57712",106.95,27.7333
"405","57717",106.9167,27.6833
"406","57719",106.9667,27.0667
"407","57739",108.9,27.2333
"408","57741",109.1833,27.7167
"409","57749",110,27.5667
"410","57762",111.6833,27.7
"411","57763",112,27.7333
"412","57767",111.0333,27.1167
"413","57773",112.9167,27.85
"414","57774",112.1833,27.4667
"415","57777",112.75,27.25
"416","57786",113.85,27.65
"417","57793",114.3833,27.8
"418","57806",105.9167,26.2333
"419","57825",107.9833,26.6
"420","57832",108.6833,26.9667
"421","57853",110.6167,26.7333
"422","57866",111.6,26.2333
"423","57876",112.8667,26.4333
"424","57913",106.9833,26.45
"425","57915",106.8167,26.65
"426","57947",109.4,25.2167
"427","57957",110.3,25.3333
"428","57978",112.55,25.2833
"429","57996",114.3167,25.1333
"430","58002",115.55,34.8167
"431","58004",115.15,34.65
"432","58005",115.6667,34.45
"433","58015",116.35,34.4167
"434","58017",116.1333,34.25
"435","58027",117.3,34.2833
"436","58032",118.65,34.9333
"437","58034",118.3667,34.6167
"438","58035",118.35,34.3667
"439","58036",118.7333,34.5167
"440","58038",118.75,34.1
"441","58040",119.1333,34.8333
"442","58044",119.1667,34.6
"443","58047",119.2333,34.3
"444","58101",115.4667,33.85
"445","58108",115.35,33.2667
"446","58113",116.7833,33.9333
"447","58114",116.2333,33.5
"448","58116",116.8167,33.9833
"449","58117",116.2,33.15
"450","58122",116.9667,33.65
"451","58125",117.5333,33.55
"452","58128",117.3167,33.3
"453","58131",118.25,33.95
"454","58135",118.2167,33.45
"455","58139",118.85,33.3
"456","58140",119.2333,33.7667
"457","58141",119.0167,33.6333
"458","58143",119.8,33.8
"459","58145",119.1667,33.5333
"460","58148",119.3,33.2333
"461","58150",120.25,33.7667
"462","58154",120.15,33.3833
"463","58158",120.4833,33.2
"464","58203",115.8333,32.9333
"465","58207",115.0333,32.15
"466","58208",115.6667,32.1667
"467","58214",116.2833,32.3333
"468","58215",116.7667,32.55
"469","58220",117.15,32.4667
"470","58221",117.3667,32.95
"471","58222",117.55,32.8667
"472","58225",117.6667,32.5333
"473","58234",118.4167,32.45
"474","58235",118.8333,32.3333
"475","58236",118.3,32.3
"476","58238",118.8,32
"477","58240",119.0167,32.7
"478","58241",119.45,32.8
"479","58242",119.1833,32.25
"480","58244",119.5667,32.45
"481","58245",119.4167,32.4167
"482","58249",120,32.1667
"483","58250",120.15,32.5167
"484","58251",120.3,32.85
"485","58252",119.4667,32.1833
"486","58259",120.8667,32.0167
"487","58264",121.1833,32.3333
"488","58268",121.0833,32.1
"489","58311",116.4833,31.7667
"490","58319",116.9333,31.05
"491","58320",117.1333,31.7
"492","58321",117.25,31.8833
"493","58323",117.4667,31.8667
"494","58327",117.2833,31.25
"495","58333",118.85,31.95
"496","58334",118.35,31.3333
"497","58335",118.4833,31.6333
"498","58337",118.2,31.0833
"499","58340",119.0333,31.6667
"500","58341",119.5333,31.9833
"501","58342",119.55,31.75
"502","58343",119.95,31.7667
"503","58344",119.2,31.95
"504","58345",119.4833,31.4333
"505","58349",120.6333,31.2667
"506","58351",120.3,31.9167
"507","58352",120.7333,31.65
"508","58353",120.55,31.8667
"509","58354",120.2833,31.5333
"510","58356",120.95,31.4167
"511","58360",121.2,31.9
"512","58361",121.4333,31.0667
"513","58365",121.2667,31.3667
"514","58366",121.4,31.65
"515","58367",121.4333,31.1667
"516","58369",121.75,31.05
"517","58377",121.1167,31.4333
"518","58415",116.5833,30.6333
"519","58424",117.0333,30.5167
"520","58427",117.4833,30.6667
"521","58429",117.8,30.95
"522","58433",118.75,30.9333
"523","58436",118.9667,30.6167
"524","58438",118.5667,30.0833
"525","58441",119.4167,30.8833
"526","58443",119.9,31
"527","58444",120.29,30.42
"528","58446",119.6833,30.65
"529","58448",119.7167,30.2333
"530","58449",119.9333,30.0833
"531","58450",120.1167,30.8833
"532","58453",120.6333,30
"533","58455",120.6833,30.55
"534","58456",120.5333,30.6333
"535","58457",120.2,30.3167
"536","58460",121.1667,30.9
"537","58461",121.1667,31.15
"538","58462",121.25,31
"539","58463",121.45,30.9333
"540","58467",121.1667,30.2667
"541","58468",121.1167,30.1667
"542","58477",122.1167,30.0333
"543","58503",115.65,29.6833
"544","58505",115.9,29.6167
"545","58508",115.75,29.3333
"546","58514",116.0333,29.4667
"547","58517",116.2,29.2667
"548","58519",116.6667,29.0167
"549","58524",117.2167,29.3667
"550","58531",118.2833,29.7167
"551","58542",119.6833,29.8167
"552","58544",119.2667,29.4833
"553","58546",119.8833,29.4667
"554","58547",119.1833,29.0333
"555","58548",119.4667,29.2167
"556","58549",119.65,29.1167
"557","58550",120.2667,29.7
"558","58555",120.8833,29.5167
"559","58556",120.8167,29.6
"560","58557",120.0667,29.3167
"561","58558",120.3,29.2833
"562","58559",121.0333,29.15
"563","58561",121.6,29.9833
"564","58562",121.5833,29.9167
"565","58565",121.4333,29.6667
"566","58566",121.8833,29.4667
"567","58567",121.4333,29.3
"568","58605",115.3667,28.4333
"569","58606",115.9667,28.6667
"570","58612",116.6833,28.7
"571","58618",116.5833,28.2333
"572","58619",116.3667,28
"573","58620",117.1167,28.9667
"574","58623",117.9167,28.4667
"575","58627",117.0167,28.2333
"576","58629",117.7,28.3167
"577","58631",118.5167,28.9
"578","58632",118.6333,28.75
"579","58633",118.8667,28.9667
"580","58634",118.25,28.6667
"581","58642",119.8333,28.9
"582","58643",120.0167,28.9167
"583","58645",119.49,28.46
"584","58646",119.9,28.45
"585","58647",119.1333,28.0833
"586","58652",120.7333,28.8667
"587","58654",120.0667,28.65
"588","58656",120.9667,28.1333
"589","58657",120.2833,28.15
"590","58658",120.6833,28.15
"591","58664",121.35,28.3833
"592","58665",121.4167,28.6333
"593","58730",118,27.7167
"594","58731",118.5333,27.9167
"595","58734",118.1167,27.3333
"596","58752",120.6167,27.8
"597","58754",120.2,27.3333
"598","58826",117.8,26.4
"599","58828",117.6167,26.2667
"600","58837",118.15,26.1667
"601","58843",120,26.8833
"602","58844",119.3833,26
"603","58846",119.5167,26.6667
"604","58847",119.2833,26.0833
"605","58912",116.75,25.6833
"606","58918",116.4167,25.05
"607","58921",117.35,25.9667
"608","58932",118.9333,25.8667
"609","58936",118.6833,25.35
"610","58941",119.5667,25.9333
"611","58946",119.0167,25.4333
"612","59023",108.05,24.7
"613","59037",108.1,23.9333
"614","59045",109.7333,24.4833
"615","59046",109.4,24.3333
"616","59047",109.3333,24.25
"617","59061",111.2667,24.8167
"618","59064",111.3167,24.5333
"619","59065",111.5167,24.4167
"620","59081",113.2667,24.7833
"621","59088",113.4,24.1667
"622","59090",114.0667,24.95
"623","59109",115.7333,24.1333
"624","59117",116.1167,24.3
"625","59122",117.75,24.6167
"626","59124",117.3667,24.5167
"627","59126",117.65,24.5
"628","59130",118.1333,24.7167
"629","59131",118.3833,24.9667
"630","59134",118.15,24.5167
"631","59137",118.6,24.8167
"632","59213",106.9167,23.7333
"633","59218",106.4167,23.1333
"634","59224",107.1167,23.6167
"635","59235",108.6167,23.4333
"636","59237",108.2833,23.15
"637","59238",108.8,23.2167
"638","59242",109.2167,23.75
"639","59276",112.6833,23.35
"640","59278",112.4667,23.05
"641","59279",112.8833,23.1667
"642","59280",113.0167,23.7167
"643","59284",113.1667,23.3833
"644","59287",113.3167,23.1333
"645","59288",113.1,23.0167
"646","59289",113.75,23.0333
"647","59293",114.6833,23.7333
"648","59297",114.2833,23.1833
"649","59298",114.4667,23.0833
"650","59303",115.7667,23.9333
"651","59312",116.5667,23.6667
"652","59313",116.9833,23.6833
"653","59314",116.1667,23.3
"654","59317",116.3,23.0333
"655","59318",116.5833,23.2667
"656","59319",116.7667,23.4667
"657","59425",107.3833,22.4167
"658","59431",108.3167,22.85
"659","59453",110.1667,22.6333
"660","59456",110.9333,22.35
"661","59462",111.5667,22.7667
"662","59473",112.95,22.7667
"663","59475",112.6833,22.3667
"664","59476",113.05,22.5333
"665","59477",112.3,22.1833
"666","59481",113.3667,22.95
"667","59485",113.35,22.5833
"668","59487",113.2833,22.2167
"669","59493",114.1,22.55
"670","59500",115.3167,22.9667
"671","59626",107.9667,21.5333
"672","59632",108.6,21.95
"673","59640",109.1833,21.5333
"674","59654",110.3,21.6167
"675","59663",111.9667,21.8667
"676","59754",110.1667,20.3333
"677","59757",110.3667,20
"678","59758",110.3333,19.9833
"679","59842",109.6833,19.9
"680","59847",109.05,19.2667
"681","59951",110.3667,18.8
